antecedents,consequents,support,confidence,lift,leverage,conviction
frozenset({'phlegm'}),"frozenset({'chills', 'swelled lymph nodes'})",0.045121951219512194,0.6271186440677966,13.898305084745763,0.041875371802498514,2.5608093126385807
frozenset({'phlegm'}),"frozenset({'chest pain', 'swelled lymph nodes'})",0.0475609756097561,0.6610169491525424,13.898305084745763,0.04413890541344438,2.8096951219512194
frozenset({'red spots over body'}),"frozenset({'headache', 'malaise'})",0.045121951219512194,0.9487179487179487,13.89194139194139,0.04187388459250446,18.168292682926815
"frozenset({'headache', 'malaise'})",frozenset({'red spots over body'}),0.045121951219512194,0.6607142857142856,13.891941391941389,0.04187388459250446,2.807188703465981
"frozenset({'malaise', 'mild fever'})",frozenset({'swelled lymph nodes'}),0.046341463414634146,0.9743589743589743,13.775419982316535,0.042977394408090425,36.24146341463412
frozenset({'swelled lymph nodes'}),"frozenset({'malaise', 'mild fever'})",0.046341463414634146,0.6551724137931035,13.775419982316535,0.042977394408090425,2.762073170731708
frozenset({'swelled lymph nodes'}),"frozenset({'fatigue', 'mild fever'})",0.04390243902439024,0.6206896551724138,13.75582479030755,0.040710886377156454,2.5174057649667407
"frozenset({'mild fever', 'high fever'})",frozenset({'swelled lymph nodes'}),0.04390243902439024,0.9729729729729729,13.75582479030755,0.040710886377156454,34.38292682926822
frozenset({'swelled lymph nodes'}),"frozenset({'mild fever', 'high fever'})",0.04390243902439024,0.6206896551724138,13.75582479030755,0.040710886377156454,2.5174057649667407
"frozenset({'fatigue', 'mild fever'})",frozenset({'swelled lymph nodes'}),0.04390243902439024,0.9729729729729729,13.75582479030755,0.040710886377156454,34.38292682926822
frozenset({'phlegm'}),"frozenset({'chest pain', 'malaise'})",0.06951219512195123,0.9661016949152544,13.658679135008772,0.06442296252230816,27.413414634146505
"frozenset({'chest pain', 'malaise'})",frozenset({'phlegm'}),0.06951219512195123,0.9827586206896554,13.65867913500877,0.06442296252230816,53.826829268293274
"frozenset({'chest pain', 'high fever'})",frozenset({'phlegm'}),0.06829268292682927,0.9824561403508771,13.654475170978294,0.06329119571683522,52.898780487804714
frozenset({'phlegm'}),"frozenset({'chest pain', 'high fever'})",0.06829268292682927,0.9491525423728815,13.654475170978294,0.06329119571683522,18.299593495935007
"frozenset({'chest pain', 'chills'})",frozenset({'phlegm'}),0.06829268292682927,0.9824561403508771,13.654475170978294,0.06329119571683522,52.898780487804714
frozenset({'phlegm'}),"frozenset({'fatigue', 'chest pain'})",0.06829268292682927,0.9491525423728815,13.654475170978294,0.06329119571683522,18.299593495935007
frozenset({'phlegm'}),"frozenset({'chest pain', 'chills'})",0.06829268292682927,0.9491525423728815,13.654475170978294,0.06329119571683522,18.299593495935007
"frozenset({'fatigue', 'chest pain'})",frozenset({'phlegm'}),0.06829268292682927,0.9824561403508771,13.654475170978294,0.06329119571683522,52.898780487804714
"frozenset({'malaise', 'cough'})",frozenset({'phlegm'}),0.06585365853658537,0.9818181818181818,13.645608628659478,0.061027662105889356,51.04268292682925
frozenset({'phlegm'}),"frozenset({'malaise', 'cough'})",0.06585365853658537,0.9152542372881357,13.645608628659478,0.061027662105889356,11.008536585365867
frozenset({'phlegm'}),"frozenset({'chills', 'cough'})",0.06463414634146342,0.8983050847457628,13.640929064657879,0.05989589530041642,9.18577235772358
"frozenset({'chills', 'cough'})",frozenset({'phlegm'}),0.06463414634146342,0.9814814814814815,13.640929064657879,0.05989589530041642,50.114634146341544
frozenset({'blurred and distorted vision'}),"frozenset({'headache', 'excessive hunger'})",0.042682926829268296,0.6140350877192983,13.608345187292556,0.0395464009518144,2.4740022172949003
"frozenset({'headache', 'irritability'})",frozenset({'blurred and distorted vision'}),0.042682926829268296,0.945945945945946,13.608345187292556,0.0395464009518144,17.214024390243935
"frozenset({'headache', 'excessive hunger'})",frozenset({'blurred and distorted vision'}),0.042682926829268296,0.945945945945946,13.608345187292556,0.0395464009518144,17.214024390243935
frozenset({'blurred and distorted vision'}),"frozenset({'headache', 'irritability'})",0.042682926829268296,0.6140350877192983,13.608345187292556,0.0395464009518144,2.4740022172949003
frozenset({'abnormal menstruation'}),"frozenset({'fatigue', 'irritability'})",0.045121951219512194,0.9249999999999999,13.544642857142856,0.041790600832837595,12.422764227642265
"frozenset({'fatigue', 'irritability'})",frozenset({'abnormal menstruation'}),0.045121951219512194,0.6607142857142856,13.544642857142854,0.041790600832837595,2.8035943517329898
frozenset({'mild fever'}),"frozenset({'loss of appetite', 'swelled lymph nodes'})",0.045121951219512194,0.6271186440677966,13.53256021409456,0.04178762641284949,2.557538802660754
"frozenset({'loss of appetite', 'swelled lymph nodes'})",frozenset({'mild fever'}),0.045121951219512194,0.9736842105263158,13.53256021409456,0.04178762641284949,35.26585365853663
frozenset({'phlegm'}),"frozenset({'sweating', 'malaise'})",0.04390243902439024,0.6101694915254238,13.522675217590473,0.04065585960737656,2.4494697773064686
frozenset({'phlegm'}),"frozenset({'malaise', 'breathlessness'})",0.04390243902439024,0.6101694915254238,13.522675217590473,0.04065585960737656,2.4494697773064686
"frozenset({'malaise', 'breathlessness'})",frozenset({'phlegm'}),0.04390243902439024,0.9729729729729729,13.522675217590471,0.04065585960737656,34.33780487804871
"frozenset({'sweating', 'malaise'})",frozenset({'phlegm'}),0.04390243902439024,0.9729729729729729,13.522675217590471,0.04065585960737656,34.33780487804871
frozenset({'phlegm'}),"frozenset({'chills', 'breathlessness'})",0.042682926829268296,0.5932203389830509,13.51224105461394,0.03952409280190363,2.3504065040650413
frozenset({'phlegm'}),"frozenset({'sweating', 'cough'})",0.042682926829268296,0.5932203389830509,13.51224105461394,0.03952409280190363,2.3504065040650413
"frozenset({'sweating', 'cough'})",frozenset({'phlegm'}),0.042682926829268296,0.9722222222222223,13.512241054613938,0.03952409280190363,33.40975609756109
"frozenset({'chills', 'breathlessness'})",frozenset({'phlegm'}),0.042682926829268296,0.9722222222222223,13.512241054613938,0.03952409280190363,33.40975609756109
"frozenset({'fatigue', 'irritability'})",frozenset({'mood swings'}),0.042682926829268296,0.625,13.486842105263158,0.039518143961927425,2.543089430894309
frozenset({'mood swings'}),"frozenset({'fatigue', 'irritability'})",0.042682926829268296,0.9210526315789475,13.486842105263158,0.039518143961927425,11.801626016260174
"frozenset({'fatigue', 'excessive hunger'})",frozenset({'restlessness'}),0.041463414634146344,0.6181818181818182,13.339712918660286,0.03835514574657942,2.4976771196283387
frozenset({'restlessness'}),"frozenset({'fatigue', 'excessive hunger'})",0.041463414634146344,0.8947368421052632,13.339712918660286,0.03835514574657942,8.862804878048781
"frozenset({'fatigue', 'cough'})",frozenset({'phlegm'}),0.06463414634146342,0.7571428571428571,10.523002421307506,0.05849196906603213,3.821377331420373
frozenset({'phlegm'}),"frozenset({'fatigue', 'cough'})",0.06463414634146342,0.8983050847457628,10.523002421307506,0.05849196906603213,8.993902439024396
"frozenset({'fatigue', 'mood swings'})",frozenset({'irritability'}),0.042682926829268296,1.0,10.379746835443038,0.03857079119571684,inf
frozenset({'mood swings'}),frozenset({'irritability'}),0.046341463414634146,1.0,10.379746835443038,0.041876859012492565,inf
frozenset({'irritability'}),"frozenset({'abnormal menstruation', 'mood swings'})",0.046341463414634146,0.4810126582278481,10.379746835443038,0.041876859012492565,1.8375371802498512
frozenset({'irritability'}),frozenset({'mood swings'}),0.046341463414634146,0.4810126582278481,10.379746835443038,0.041876859012492565,1.8375371802498512
"frozenset({'abnormal menstruation', 'mood swings'})",frozenset({'irritability'}),0.046341463414634146,1.0,10.379746835443038,0.041876859012492565,inf
"frozenset({'sweating', 'excessive hunger'})",frozenset({'irritability'}),0.045121951219512194,1.0,10.379746835443038,0.040774836406900654,inf
frozenset({'irritability'}),"frozenset({'fatigue', 'mood swings'})",0.042682926829268296,0.44303797468354433,10.379746835443038,0.03857079119571684,1.7188192904656319
frozenset({'irritability'}),"frozenset({'sweating', 'excessive hunger'})",0.045121951219512194,0.46835443037974683,10.379746835443038,0.040774836406900654,1.7960801393728225
frozenset({'irritability'}),frozenset({'abnormal menstruation'}),0.04878048780487805,0.5063291139240507,10.379746835443038,0.04408090422367639,1.9268292682926829
frozenset({'abnormal menstruation'}),frozenset({'irritability'}),0.04878048780487805,1.0,10.379746835443038,0.04408090422367639,inf
frozenset({'irritability'}),"frozenset({'fatigue', 'abnormal menstruation'})",0.045121951219512194,0.46835443037974683,10.379746835443038,0.040774836406900654,1.7960801393728225
"frozenset({'fatigue', 'abnormal menstruation'})",frozenset({'irritability'}),0.045121951219512194,1.0,10.379746835443038,0.040774836406900654,inf
"frozenset({'chest pain', 'cough'})",frozenset({'phlegm'}),0.06829268292682927,0.7466666666666667,10.377401129943504,0.06171177870315289,3.6633504492939672
frozenset({'phlegm'}),"frozenset({'chest pain', 'cough'})",0.06829268292682927,0.9491525423728815,10.377401129943504,0.06171177870315289,17.867886178861838
"frozenset({'high fever', 'cough'})",frozenset({'phlegm'}),0.06463414634146342,0.7464788732394367,10.374791119598951,0.05840422367638311,3.6606368563685656
frozenset({'phlegm'}),"frozenset({'high fever', 'cough'})",0.06463414634146342,0.8983050847457628,10.374791119598951,0.05840422367638311,8.981910569105695
"frozenset({'sweating', 'irritability'})",frozenset({'excessive hunger'}),0.045121951219512194,0.9736842105263158,10.369104579630896,0.0407703747769185,34.43170731707321
frozenset({'excessive hunger'}),"frozenset({'sweating', 'irritability'})",0.045121951219512194,0.4805194805194805,10.369104579630896,0.0407703747769185,1.8357926829268294
frozenset({'excessive hunger'}),"frozenset({'headache', 'irritability'})",0.04390243902439024,0.4675324675324675,10.361530361530361,0.039665377751338486,1.7933075550267694
frozenset({'excessive hunger'}),"frozenset({'irritability', 'blurred and distorted vision'})",0.04390243902439024,0.4675324675324675,10.361530361530361,0.039665377751338486,1.7933075550267694
"frozenset({'irritability', 'blurred and distorted vision'})",frozenset({'excessive hunger'}),0.04390243902439024,0.9729729729729729,10.361530361530361,0.039665377751338486,33.52560975609749
"frozenset({'headache', 'irritability'})",frozenset({'excessive hunger'}),0.04390243902439024,0.9729729729729729,10.361530361530361,0.039665377751338486,33.52560975609749
"frozenset({'fatigue', 'blurred and distorted vision'})",frozenset({'excessive hunger'}),0.042682926829268296,0.9722222222222223,10.353535353535355,0.03856038072575848,32.61951219512207
frozenset({'excessive hunger'}),"frozenset({'fatigue', 'blurred and distorted vision'})",0.042682926829268296,0.4545454545454546,10.353535353535355,0.03856038072575848,1.7528455284552846
frozenset({'excessive hunger'}),"frozenset({'headache', 'blurred and distorted vision'})",0.042682926829268296,0.4545454545454546,10.353535353535355,0.03856038072575848,1.7528455284552846
"frozenset({'headache', 'blurred and distorted vision'})",frozenset({'excessive hunger'}),0.042682926829268296,0.9722222222222223,10.353535353535355,0.03856038072575848,32.61951219512207
frozenset({'breathlessness'}),"frozenset({'sweating', 'phlegm'})",0.042682926829268296,0.46666666666666673,10.342342342342343,0.038555919095776325,1.790396341463415
"frozenset({'sweating', 'phlegm'})",frozenset({'breathlessness'}),0.042682926829268296,0.945945945945946,10.342342342342343,0.038555919095776325,16.807926829268325
frozenset({'breathlessness'}),"frozenset({'sweating', 'malaise'})",0.042682926829268296,0.46666666666666673,10.342342342342343,0.038555919095776325,1.790396341463415
"frozenset({'sweating', 'malaise'})",frozenset({'breathlessness'}),0.042682926829268296,0.945945945945946,10.342342342342343,0.038555919095776325,16.807926829268325
"frozenset({'sweating', 'cough'})",frozenset({'breathlessness'}),0.041463414634146344,0.9444444444444445,10.325925925925928,0.03744794765020821,16.353658536585392
frozenset({'breathlessness'}),"frozenset({'sweating', 'cough'})",0.041463414634146344,0.45333333333333337,10.325925925925928,0.03744794765020821,1.7489589530041643
"frozenset({'malaise', 'chills'})",frozenset({'phlegm'}),0.06585365853658537,0.7397260273972603,10.280938007894127,0.059448245092207024,3.565661103979462
frozenset({'phlegm'}),"frozenset({'malaise', 'chills'})",0.06585365853658537,0.9152542372881357,10.280938007894127,0.059448245092207024,10.749512195121966
frozenset({'excessive hunger'}),frozenset({'blurred and distorted vision'}),0.06707317073170732,0.7142857142857143,10.275689223057643,0.06054580606781678,3.256707317073171
frozenset({'blurred and distorted vision'}),frozenset({'excessive hunger'}),0.06707317073170732,0.9649122807017544,10.275689223057643,0.06054580606781678,25.823780487804882
frozenset({'weight loss'}),frozenset({'restlessness'}),0.04390243902439024,0.47368421052631576,10.221606648199446,0.03960737656157049,1.8119512195121947
frozenset({'restlessness'}),frozenset({'weight loss'}),0.04390243902439024,0.9473684210526315,10.221606648199446,0.03960737656157049,17.239024390243884
frozenset({'lethargy'}),"frozenset({'malaise', 'itching'})",0.04390243902439024,0.47368421052631576,10.221606648199446,0.03960737656157049,1.8119512195121947
"frozenset({'malaise', 'itching'})",frozenset({'lethargy'}),0.04390243902439024,0.9473684210526315,10.221606648199446,0.03960737656157049,17.239024390243884
"frozenset({'fatigue', 'sweating'})",frozenset({'fast heart rate'}),0.042682926829268296,0.48611111111111116,10.220797720797721,0.03850684116597264,1.8533948582729072
frozenset({'fast heart rate'}),"frozenset({'fatigue', 'sweating'})",0.042682926829268296,0.8974358974358975,10.220797720797721,0.03850684116597264,8.893902439024393
"frozenset({'fatigue', 'restlessness'})",frozenset({'weight loss'}),0.041463414634146344,0.9444444444444445,10.190058479532166,0.03739440809042237,16.331707317073196
"frozenset({'fatigue', 'weight loss'})",frozenset({'restlessness'}),0.041463414634146344,0.47222222222222227,10.190058479532166,0.03739440809042237,1.806931964056483
"frozenset({'restlessness', 'excessive hunger'})",frozenset({'weight loss'}),0.041463414634146344,0.9444444444444445,10.190058479532166,0.03739440809042237,16.331707317073196
frozenset({'weight loss'}),"frozenset({'restlessness', 'excessive hunger'})",0.041463414634146344,0.4473684210526316,10.190058479532164,0.03739440809042237,1.7300813008130083
frozenset({'weight loss'}),"frozenset({'fatigue', 'restlessness'})",0.041463414634146344,0.4473684210526316,10.190058479532164,0.03739440809042237,1.7300813008130083
frozenset({'restlessness'}),"frozenset({'fatigue', 'weight loss'})",0.041463414634146344,0.8947368421052632,10.190058479532164,0.03739440809042237,8.665853658536586
"frozenset({'sweating', 'chest pain'})",frozenset({'breathlessness'}),0.06219512195121951,0.9272727272727272,10.138181818181819,0.056060380725758474,12.492378048780484
frozenset({'breathlessness'}),"frozenset({'sweating', 'chest pain'})",0.06219512195121951,0.68,10.138181818181819,0.056060380725758474,2.9153963414634148
frozenset({'irritability'}),frozenset({'depression'}),0.046341463414634146,0.4810126582278481,10.11359948068809,0.041759369422962524,1.8351873884592504
frozenset({'depression'}),frozenset({'irritability'}),0.046341463414634146,0.9743589743589743,10.113599480688087,0.041759369422962524,35.24268292682924
"frozenset({'loss of appetite', 'malaise'})",frozenset({'red spots over body'}),0.045121951219512194,0.4805194805194805,10.103230103230104,0.04065585960737656,1.8334451219512196
frozenset({'red spots over body'}),"frozenset({'loss of appetite', 'malaise'})",0.045121951219512194,0.9487179487179487,10.103230103230104,0.04065585960737656,17.66890243902438
frozenset({'irritability'}),"frozenset({'headache', 'excessive hunger'})",0.04390243902439024,0.45569620253164556,10.09921313718782,0.0395553242117787,1.7543108338060123
"frozenset({'headache', 'excessive hunger'})",frozenset({'irritability'}),0.04390243902439024,0.9729729729729729,10.099213137187819,0.0395553242117787,33.43536585365847
frozenset({'red spots over body'}),"frozenset({'loss of appetite', 'high fever'})",0.04390243902439024,0.923076923076923,10.092307692307692,0.0395523497917906,11.810975609756088
"frozenset({'loss of appetite', 'high fever'})",frozenset({'red spots over body'}),0.04390243902439024,0.48,10.092307692307692,0.0395523497917906,1.8316135084427765
"frozenset({'headache', 'blurred and distorted vision'})",frozenset({'irritability'}),0.042682926829268296,0.9722222222222223,10.09142053445851,0.0384533016061868,32.531707317073284
frozenset({'irritability'}),"frozenset({'headache', 'blurred and distorted vision'})",0.042682926829268296,0.44303797468354433,10.09142053445851,0.0384533016061868,1.716629711751663
frozenset({'excessive hunger'}),frozenset({'restlessness'}),0.04390243902439024,0.4675324675324675,10.088858509911141,0.03955086258179655,1.7910172516359306
frozenset({'restlessness'}),frozenset({'excessive hunger'}),0.04390243902439024,0.9473684210526315,10.088858509911141,0.03955086258179655,17.21585365853657
frozenset({'excessive hunger'}),"frozenset({'fatigue', 'restlessness'})",0.041463414634146344,0.4415584415584416,10.05772005772006,0.03734086853063653,1.7120816789563245
frozenset({'excessive hunger'}),"frozenset({'weight loss', 'restlessness'})",0.041463414634146344,0.4415584415584416,10.05772005772006,0.03734086853063653,1.7120816789563245
"frozenset({'fatigue', 'restlessness'})",frozenset({'excessive hunger'}),0.041463414634146344,0.9444444444444445,10.057720057720058,0.03734086853063653,16.309756097561003
"frozenset({'weight loss', 'restlessness'})",frozenset({'excessive hunger'}),0.041463414634146344,0.9444444444444445,10.057720057720058,0.03734086853063653,16.309756097561003
"frozenset({'malaise', 'phlegm'})",frozenset({'swelled lymph nodes'}),0.046341463414634146,0.6666666666666666,9.425287356321839,0.04142474717430101,2.7878048780487803
frozenset({'swelled lymph nodes'}),"frozenset({'malaise', 'phlegm'})",0.046341463414634146,0.6551724137931035,9.425287356321839,0.04142474717430101,2.698414634146342
"frozenset({'sweating', 'breathlessness'})",frozenset({'phlegm'}),0.042682926829268296,0.6730769230769231,9.354628422425034,0.038120166567519334,2.838737446197992
frozenset({'phlegm'}),"frozenset({'sweating', 'breathlessness'})",0.042682926829268296,0.5932203389830509,9.354628422425034,0.038120166567519334,2.302439024390244
"frozenset({'fatigue', 'swelled lymph nodes'})",frozenset({'phlegm'}),0.045121951219512194,0.6727272727272726,9.349768875192604,0.04029595478881618,2.8357046070460696
"frozenset({'chest pain', 'breathlessness'})",frozenset({'phlegm'}),0.045121951219512194,0.6727272727272726,9.349768875192604,0.04029595478881618,2.8357046070460696
frozenset({'phlegm'}),"frozenset({'chest pain', 'breathlessness'})",0.045121951219512194,0.6271186440677966,9.349768875192604,0.04029595478881618,2.501940133037694
"frozenset({'high fever', 'swelled lymph nodes'})",frozenset({'phlegm'}),0.045121951219512194,0.6727272727272726,9.349768875192604,0.04029595478881618,2.8357046070460696
frozenset({'phlegm'}),"frozenset({'sweating', 'chest pain'})",0.045121951219512194,0.6271186440677966,9.349768875192604,0.04029595478881618,2.501940133037694
"frozenset({'sweating', 'chest pain'})",frozenset({'phlegm'}),0.045121951219512194,0.6727272727272726,9.349768875192604,0.04029595478881618,2.8357046070460696
frozenset({'phlegm'}),"frozenset({'high fever', 'swelled lymph nodes'})",0.045121951219512194,0.6271186440677966,9.349768875192604,0.04029595478881618,2.501940133037694
frozenset({'phlegm'}),"frozenset({'fatigue', 'swelled lymph nodes'})",0.045121951219512194,0.6271186440677966,9.349768875192604,0.04029595478881618,2.501940133037694
frozenset({'swelled lymph nodes'}),"frozenset({'chest pain', 'phlegm'})",0.0475609756097561,0.6724137931034484,9.345412039742843,0.04247174301011303,2.832991014120669
frozenset({'swelled lymph nodes'}),frozenset({'phlegm'}),0.0475609756097561,0.6724137931034484,9.345412039742843,0.04247174301011303,2.832991014120669
"frozenset({'chest pain', 'phlegm'})",frozenset({'swelled lymph nodes'}),0.0475609756097561,0.6610169491525424,9.345412039742842,0.04247174301011303,2.7413414634146345
frozenset({'phlegm'}),frozenset({'swelled lymph nodes'}),0.0475609756097561,0.6610169491525424,9.345412039742842,0.04247174301011303,2.7413414634146345
frozenset({'swelled lymph nodes'}),"frozenset({'chills', 'phlegm'})",0.045121951219512194,0.6379310344827587,9.341133004926109,0.04029149315883403,2.5732868757259
frozenset({'swelled lymph nodes'}),"frozenset({'high fever', 'phlegm'})",0.045121951219512194,0.6379310344827587,9.341133004926109,0.04029149315883403,2.5732868757259
frozenset({'swelled lymph nodes'}),"frozenset({'fatigue', 'phlegm'})",0.045121951219512194,0.6379310344827587,9.341133004926109,0.04029149315883403,2.5732868757259
frozenset({'swelled lymph nodes'}),"frozenset({'phlegm', 'cough'})",0.045121951219512194,0.6379310344827587,9.341133004926109,0.04029149315883403,2.5732868757259
"frozenset({'high fever', 'phlegm'})",frozenset({'swelled lymph nodes'}),0.045121951219512194,0.6607142857142856,9.341133004926107,0.04029149315883403,2.7388960205391517
"frozenset({'chills', 'phlegm'})",frozenset({'swelled lymph nodes'}),0.045121951219512194,0.6607142857142856,9.341133004926107,0.04029149315883403,2.7388960205391517
"frozenset({'phlegm', 'cough'})",frozenset({'swelled lymph nodes'}),0.045121951219512194,0.6607142857142856,9.341133004926107,0.04029149315883403,2.7388960205391517
"frozenset({'fatigue', 'phlegm'})",frozenset({'swelled lymph nodes'}),0.045121951219512194,0.6607142857142856,9.341133004926107,0.04029149315883403,2.7388960205391517
"frozenset({'malaise', 'swelled lymph nodes'})",frozenset({'phlegm'}),0.046341463414634146,0.6666666666666666,9.265536723163843,0.0413399762046401,2.7841463414634147
frozenset({'mild fever'}),"frozenset({'malaise', 'swelled lymph nodes'})",0.046341463414634146,0.6440677966101696,9.265536723163843,0.0413399762046401,2.6142276422764232
"frozenset({'malaise', 'swelled lymph nodes'})",frozenset({'mild fever'}),0.046341463414634146,0.6666666666666666,9.265536723163843,0.0413399762046401,2.7841463414634147
frozenset({'phlegm'}),"frozenset({'malaise', 'swelled lymph nodes'})",0.046341463414634146,0.6440677966101696,9.265536723163843,0.0413399762046401,2.6142276422764232
"frozenset({'chest pain', 'malaise'})",frozenset({'swelled lymph nodes'}),0.046341463414634146,0.6551724137931035,9.262782401902498,0.041338488994646046,2.6948780487804886
frozenset({'swelled lymph nodes'}),"frozenset({'chest pain', 'malaise'})",0.046341463414634146,0.6551724137931035,9.262782401902498,0.041338488994646046,2.6948780487804886
frozenset({'swelled lymph nodes'}),"frozenset({'malaise', 'cough'})",0.04390243902439024,0.6206896551724138,9.253918495297805,0.03915823914336704,2.4595343680709534
"frozenset({'malaise', 'cough'})",frozenset({'swelled lymph nodes'}),0.04390243902439024,0.6545454545454544,9.253918495297805,0.03915823914336704,2.6899871630295245
"frozenset({'fatigue', 'breathlessness'})",frozenset({'phlegm'}),0.042682926829268296,0.6603773584905661,9.178125999360411,0.03803242117787032,2.7325880758807597
frozenset({'phlegm'}),"frozenset({'fatigue', 'breathlessness'})",0.042682926829268296,0.5932203389830509,9.178125999360411,0.03803242117787032,2.2994410569105694
"frozenset({'breathlessness', 'cough'})",frozenset({'phlegm'}),0.042682926829268296,0.6603773584905661,9.178125999360411,0.03803242117787032,2.7325880758807597
frozenset({'phlegm'}),"frozenset({'breathlessness', 'cough'})",0.042682926829268296,0.5932203389830509,9.178125999360411,0.03803242117787032,2.2994410569105694
"frozenset({'loss of appetite', 'mild fever'})",frozenset({'swelled lymph nodes'}),0.045121951219512194,0.6491228070175438,9.177253478523896,0.04020523497917906,2.648414634146341
frozenset({'swelled lymph nodes'}),"frozenset({'loss of appetite', 'mild fever'})",0.045121951219512194,0.6379310344827587,9.177253478523896,0.04020523497917906,2.5699186991869922
"frozenset({'chest pain', 'high fever'})",frozenset({'swelled lymph nodes'}),0.045121951219512194,0.6491228070175438,9.177253478523896,0.04020523497917906,2.648414634146341
frozenset({'swelled lymph nodes'}),"frozenset({'fatigue', 'chest pain'})",0.045121951219512194,0.6379310344827587,9.177253478523896,0.04020523497917906,2.5699186991869922
frozenset({'swelled lymph nodes'}),"frozenset({'chest pain', 'high fever'})",0.045121951219512194,0.6379310344827587,9.177253478523896,0.04020523497917906,2.5699186991869922
